Year,Afghanistan,Africa,Albania,Algeria,Andorra,Angola,Anguilla,Argentina,Armenia,Aruba,Australia,Austria,Bahamas,Bahrain,Bangladesh,Belarus,Belgium,Brazil,Bulgaria,Bhutan,Cambodia,Cameroon,China,Colombia,Comoros,Croatia,Cuba,Denmark,Dominica,Ecuador,Egypt,Europe,Finland,France,Gabon,Georgia,Germany,Greece,Greenland,Guatemala,Guyana,Hungary,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordon,Kazakhstan,Kenya,Kuwait,Liberia,Libya,Luxembourg,Macao,Madagascar,Malaysia,Maldives,Mauritius,Mexico,Moldova,Mongolia,Morocco,Myanmar,Namibia,Nepal,Netherlands,NewZealand,Nicaragua,Nigeria,Norway,Oceania,Oman,Pakistan,Philippines,Poland,Portugal,Romania,Russia,Rwanda,Samoa,SanMarino,SaudiArabia,Singapore,Slovakia,Slovenia,SouthAfrica,Spain,SriLanka,Suriname,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Turkey,Uganda,Ukraine,UnitedArabEmirates,UnitedKingdom,UnitedStates,Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,Zambia,Zimbabwe
2020,1.46,1.18,0,,,,,15.99,3.89,68.14,21.78,30.84,14.78,44.21,3.44,0.22,25.53,18.61,8.65,62.09,16.85,1.13,,26.74,21.27,17.3,60.27,13.46,27.69,10.66,1.66,13.24,31.68,22.3,2.15,4.67,25.1,20.1,23.76,4.33,26.95,49.74,10.07,5,4.45,1.26,23.01,57.87,22.55,6.12,20.56,7.22,11.1,1.92,2.344,1.53,10.57,23.39,21.34,42.23,0.68,15.52,59.68,16.34,9.5,15.05,58.2,25.29,3.29,5.38,7.04,25.64,11.08,2.45,1.05,13.39,4.39,2.56,6.73,21.48,25.55,16.24,6.53,2.6,42.2,64.51,67.12,29.3,22.69,19.59,3.48,27.31,6.91,24.42,26,16.83,0.48,23.14,21.33,2.51,9.39,23.97,1.17,4.3,54.26,53.09,39.86,65.29,10.76,13.42,3.83,3.79,1.58,4.39
2020,1.47,1.21,0,,,,,16.17,3.89,68.29,22.21,30.84,14.78,44.57,3.45,0.22,26.29,18.87,8.74,62.09,17.1,1.13,,26.74,21.27,17.41,61.89,13.74,27.69,10.88,1.66,13.4,31.68,22.74,2.15,4.67,26.33,20.41,23.76,4.34,26.95,50.45,10.17,5,4.45,1.26,23.74,57.94,23.01,6.26,21.1,7.22,11.18,1.92,2.344,1.53,10.57,23.89,21.98,42.23,0.68,15.94,59.7,16.34,9.51,15.16,58.44,25.88,3.29,5.38,7.04,25.64,11.36,2.45,1.05,13.39,4.39,2.56,6.86,22.44,25.55,16.52,6.71,2.6,42.2,64.51,67.17,29.73,22.69,19.74,3.6,27.95,7.01,24.67,26,17.42,0.48,23.97,21.51,2.51,9.65,24.73,1.17,4.35,54.26,53.37,40.39,65.85,10.76,13.42,3.83,3.82,1.58,4.4
2020,1.48,1.28,0,,,,,16.21,4.31,68.32,22.29,30.84,14.78,45.1,3.44,0.22,26.81,19.17,8.8,62.09,17.39,1.13,,27.81,21.27,17.44,62.47,14.02,27.8,11.34,1.66,13.54,31.68,23.27,2.15,4.67,27.3,20.62,23.76,4.36,26.95,51.18,10.25,5.01,4.45,1.26,24.07,58.01,23.61,6.26,21.65,7.22,11.25,1.92,2.344,1.53,12.44,24.36,22.58,42.47,0.68,16.27,59.78,16.34,9.55,15.29,59.19,25.88,3.29,5.4,7.04,25.64,11.62,2.45,1.16,13.4,4.39,2.75,7.03,22.44,25.55,16.78,6.84,2.6,42.2,64.51,67.22,30.1,22.69,20.02,3.61,27.95,7.39,24.98,26,17.95,0.48,24.55,21.51,2.51,9.93,26.27,1.17,4.38,54.26,53.68,40.92,66.42,10.76,13.42,3.83,3.83,1.58,4.4
2020,1.55,1.29,0,,,,,16.27,4.32,68.33,22.65,30.84,14.78,45.65,3.44,0.22,27.16,19.44,8.84,62.09,17.72,1.13,,28.27,21.27,17.66,63.45,14.27,27.8,11.35,1.66,13.66,31.68,23.82,2.26,4.67,28.06,20.78,24.96,4.42,26.95,51.55,10.33,5.02,4.45,1.26,24.32,58.07,24.18,6.26,22.27,7.22,11.36,1.92,2.344,1.53,12.44,24.76,23.22,42.79,0.68,16.77,59.86,16.34,9.55,15.41,59.19,26.12,3.29,5.47,7.04,25.64,11.84,2.45,1.16,13.43,4.39,2.75,7.03,23.28,25.55,17.05,6.91,2.6,42.2,64.51,67.24,30.49,22.69,20.32,3.61,27.95,7.77,24.98,26,18.19,0.48,25.64,21.51,2.51,10.29,27.9,1.17,4.39,54.26,54.01,41.42,66.87,15.35,13.42,3.83,3.85,1.58,4.42
2020,1.62,1.3,0,,,,,16.48,4.33,68.33,22.67,30.84,14.78,46.26,3.44,0.22,27.19,19.54,8.91,62.09,18.09,1.13,,28.27,21.27,18.09,64.71,15.86,27.8,11.38,2.06,13.87,31.68,24.07,2.26,4.67,28.36,20.78,26.12,4.48,27.8,51.73,10.42,5.04,4.45,1.26,24.61,58.1,24.66,6.26,22.91,7.22,11.51,1.93,2.344,1.53,12.44,25,23.22,42.79,0.68,17.24,59.94,16.34,9.66,15.53,60.38,26.31,3.29,5.57,7.04,25.64,11.98,2.45,1.16,13.78,4.39,2.75,7.03,23.28,25.55,17.22,6.94,2.6,42.2,64.51,67.28,30.89,22.69,20.36,3.75,29.06,8.11,25.69,26,18.3,0.48,25.64,21.51,2.51,10.67,29.76,1.17,4.44,54.26,54.36,41.77,67.23,15.35,13.42,3.83,3.87,1.58,4.47
2020,1.62,1.32,0,,34.94,2.76,,16.78,4.34,68.35,22.75,34.45,14.8,46.59,3.44,0.42,27.76,19.82,8.99,62.09,18.55,1.13,,29.05,21.27,18.74,66.29,16.17,27.87,11.41,2.06,14.2,35.4,24.21,2.26,4.67,28.59,20.98,27.59,4.52,27.8,51.77,10.42,5.1,4.53,1.61,25.14,58.11,25.09,6.26,23.55,9.28,11.62,1.93,2.344,1.53,12.44,25,23.8,43.39,0.68,17.76,60.04,17.91,9.75,15.65,60.88,26.46,3.29,5.71,7.04,29.15,12.06,2.45,1.16,14.89,4.39,2.75,7.76,23.54,29.32,17.31,7.13,2.6,43.17,64.51,67.34,31.28,25.51,20.43,3.75,29.54,8.11,25.77,29.28,18.73,0.48,26.96,21.51,2.51,10.78,31.02,1.17,4.52,54.26,54.55,41.93,67.32,15.35,15.55,3.83,3.87,1.58,4.54
2020,1.62,1.33,0,,,,57.89,17.15,4.35,68.37,23.23,34.45,14.8,46.84,3.45,0.42,28.35,20.07,9.09,62.09,18.92,1.2,,29.27,21.27,19.63,68.48,16.36,27.87,11.42,2.06,14.56,35.4,24.64,2.26,4.67,28.99,21.2,30.01,,27.8,51.91,10.6,5.15,4.53,1.61,25.79,58.16,25.58,6.26,24.18,9.28,11.71,1.93,2.344,1.53,12.44,25.34,24.39,43.65,0.68,18.31,60.12,17.91,9.85,15.69,61.35,26.49,3.29,5.83,7.04,29.15,12.24,2.45,1.16,15.97,4.39,3.15,7.76,23.54,29.32,17.44,7.25,2.6,43.17,64.51,67.39,31.72,25.51,20.67,3.75,30.15,8.11,25.77,29.28,19.31,0.48,28.29,21.51,2.51,10.9,31.64,1.17,4.6,54.26,54.71,42.26,67.32,16.79,15.55,3.83,3.88,1.58,4.61
2020,1.74,1.36,0,,,,,17.45,4.36,68.39,23.53,34.45,14.8,47.39,3.44,0.42,29.08,20.31,9.15,62.09,19.29,1.2,,29.55,21.27,20.57,70.22,16.62,27.87,11.5,2.26,15.02,35.4,25.11,2.26,4.67,29.88,21.76,31.29,4.57,27.8,52.07,10.66,5.25,4.53,1.61,26.54,58.22,26.12,6.26,24.8,9.28,11.91,1.93,2.344,1.53,12.44,25.74,25.09,44,0.68,18.82,60.14,17.91,9.92,15.84,61.35,26.49,3.29,5.91,7.22,29.15,12.46,2.45,1.16,16.48,4.39,3.15,7.94,24.68,29.32,17.61,7.43,2.6,43.17,64.51,67.45,32.13,25.51,21.01,4.29,30.65,8.82,26.15,29.28,19.9,0.48,29.46,21.51,2.51,11.2,33.17,1.17,4.68,54.26,54.97,42.67,67.69,16.79,15.55,4.34,3.89,1.58,4.67
2020,1.74,1.4,0,,,,,17.69,4.37,68.44,23.57,34.45,14.8,47.97,3.45,0.42,29.85,20.55,9.27,62.09,19.64,1.2,,29.79,21.27,21.37,72.85,16.92,27.87,11.59,2.26,15.26,35.4,25.59,2.26,4.67,31.04,22.34,31.29,4.58,27.8,52.37,10.82,5.34,4.53,1.61,27.35,58.27,26.69,6.29,25.41,9.28,12.12,1.94,2.344,1.53,12.44,26.19,25.87,44,0.68,19.25,60.14,17.91,9.96,15.99,61.72,26.73,3.29,5.93,7.47,29.15,12.71,2.45,1.16,16.5,4.39,3.15,8.09,25.41,29.32,17.8,7.58,2.6,43.17,64.51,67.49,32.47,25.51,21.49,4.48,31.4,8.93,26.35,29.28,20.48,0.48,30.48,22.24,2.51,11.52,34.27,1.17,4.73,54.26,55.37,43.09,68.04,16.79,15.55,4.34,3.96,1.59,4.73
2020,1.74,1.43,0,,,,,17.77,4.75,68.51,23.92,34.45,14.8,49,3.44,0.42,30.72,20.78,9.34,62.09,19.96,1.2,,29.79,21.27,21.66,74.42,17.23,27.87,11.66,2.26,15.44,35.4,26.15,2.26,6.79,31.97,22.9,31.29,4.62,28.3,52.73,10.91,5.41,4.53,1.61,27.87,58.32,27.28,6.29,26.04,9.28,12.35,1.94,2.344,1.53,12.44,26.73,26.54,44,0.68,19.65,60.19,17.91,10.06,16.12,61.72,26.73,3.42,5.98,7.47,29.15,12.94,2.45,1.19,16.52,4.39,3.51,8.25,26.07,29.32,18.02,7.8,2.6,43.17,64.51,67.52,32.79,25.51,22.23,4.52,31.4,8.95,26.51,29.28,21.08,0.57,31.37,22.24,2.51,11.86,34.75,1.17,4.77,54.26,55.76,43.51,68.32,20.04,15.55,4.34,3.99,1.59,4.78
2020,1.74,1.46,0,,,,,17.8,4.75,68.51,24.21,34.45,14.8,50.07,3.44,0.42,31.42,21.13,9.38,62.09,20.29,1.25,,30.42,21.27,22.04,75.85,17.48,27.87,11.81,2.26,15.71,35.4,26.71,2.26,6.79,32.72,23.46,31.43,4.67,28.3,52.91,11.1,5.44,4.53,1.61,28.26,58.37,27.89,6.29,26.69,9.28,12.59,1.94,2.344,1.53,14.12,27.42,27.39,45.09,0.68,20.27,60.23,17.91,10.25,16.19,62.39,26.95,3.42,6.1,7.93,29.15,13.13,2.45,1.19,16.59,4.39,3.6,8.25,26.59,29.32,18.22,7.83,2.6,43.17,64.51,67.55,33.33,25.51,22.87,4.68,31.4,9.09,26.51,29.28,21.39,0.57,32.3,22.24,2.51,12.29,35.7,1.17,4.83,54.26,56.09,43.93,68.67,20.04,15.55,4.34,4.04,1.59,4.82
2020,1.74,1.5,0,,,,,17.97,4.75,68.51,24.38,34.45,14.8,51.08,3.44,0.42,31.49,21.28,9.46,62.09,20.59,1.25,,30.82,21.27,22.64,76.72,17.9,27.87,11.95,2.26,16,35.4,27.04,2.26,6.79,33.03,23.46,31.82,4.7,28.3,53.01,11.28,5.45,4.53,1.9,28.84,58.39,28.44,6.29,27.36,9.28,12.83,1.94,2.344,1.53,14.12,27.93,27.39,45.09,0.68,20.91,60.25,17.91,10.52,16.36,62.65,27.05,3.42,6.2,7.93,29.15,13.3,2.45,1.19,17.07,4.39,3.6,8.41,26.79,29.32,18.48,7.89,2.6,43.17,64.51,67.56,33.82,25.51,23.13,4.69,32.26,9.29,26.82,29.28,21.52,0.57,32.3,22.24,2.51,12.75,36.67,1.17,4.91,54.26,56.4,44.23,68.93,21.68,15.55,4.34,4.06,1.59,4.86
2020,1.81,1.55,0,,38.64,2.78,,18.14,4.75,68.64,24.49,38.54,14.85,51.94,3.44,0.42,32.17,21.32,9.6,65,21.21,1.25,,30.82,21.27,22.64,77.62,18.27,27.87,12.12,2.26,16.35,38.38,27.23,2.26,7.04,33.25,24,34.71,4.73,28.3,53.31,11.41,5.6,4.56,1.9,29.53,58.39,28.87,6.29,28.05,9.28,12.98,1.95,2.344,1.53,14.12,28.18,28.07,45.66,0.68,21.56,60.32,17.91,10.82,16.36,62.76,27.13,3.42,6.32,7.93,32.52,13.37,2.45,1.19,18.33,4.39,3.85,8.48,27.15,32.34,18.73,7.99,2.6,44.35,64.51,67.56,34.02,28.55,23.21,4.88,32.63,9.6,26.9,31.94,22.12,0.57,33.03,23.27,2.51,12.87,37.56,1.17,5,54.26,56.58,44.38,69,22.82,18.55,4.34,4.08,1.59,4.89
2020,1.81,1.56,0,,,,58.29,18.25,4.75,68.89,24.76,38.54,14.85,52.77,3.44,0.42,32.68,21.62,9.78,,21.82,1.26,,31.54,21.27,24.14,78.32,18.65,28.04,12.41,2.26,16.72,38.38,27.69,2.53,7.35,33.74,24.53,35.48,4.77,28.65,53.63,11.66,5.68,4.56,1.9,30.16,58.43,29.37,6.29,28.6,11.66,13.06,1.95,2.344,1.53,14.12,28.74,28.67,45.66,0.68,22.25,60.36,19.07,11.07,16.44,62.76,27.14,3.42,6.43,8.12,32.52,13.56,2.45,1.19,19.56,4.39,4.02,8.49,27.7,32.34,18.96,8.21,2.6,44.35,64.51,67.56,34.02,28.55,23.32,5.1,33.15,9.91,26.99,31.94,22.75,0.57,33.53,23.27,2.51,12.99,38.02,1.17,5.11,54.26,56.77,44.66,69,23.62,18.55,4.34,4.1,1.59,4.93
2020,1.83,1.6,0,,,,,18.34,4.75,69.21,25.06,38.54,14.85,53.37,3.44,0.42,33.25,21.9,9.96,66.56,22.4,1.26,,31.94,21.27,24.87,78.89,19.13,28.04,12.72,2.26,17.21,38.38,28.29,2.53,7.68,34.78,25.04,35.94,4.77,28.65,53.84,11.76,5.74,4.56,1.9,30.88,58.47,29.88,6.29,29.1,12.46,13.27,1.96,2.344,1.53,14.12,29.31,29.35,45.66,0.68,22.91,60.39,19.07,11.17,16.44,62.83,27.15,3.42,6.49,8.2,32.52,13.77,2.45,1.19,20.1,4.39,4.02,8.58,27.7,32.34,19.16,8.37,2.6,44.35,64.51,67.7,34.32,28.55,23.71,5.31,33.8,10.1,27.09,31.94,23.36,0.57,33.88,23.27,2.51,13.41,38.76,1.17,5.23,54.26,57.04,45,69.84,25.15,18.55,4.34,4.12,1.59,4.95
2020,1.836666667,1.64,0,,,,,18.43,4.75,69.31,25.35,38.54,14.85,53.81,3.44,0.42,33.58,22.33,10.13,66.56,22.93,1.26,,31.94,21.27,25.6,79.72,19.51,28.04,12.88,2.58,17.41,38.38,28.94,2.63,7.68,36.1,25.53,35.94,4.79,28.65,53.95,11.88,5.85,4.56,1.9,31.65,58.5,30.43,6.32,29.81,12.67,13.48,1.96,2.344,1.53,14.12,29.97,29.99,45.66,0.68,23.56,60.39,19.07,11.19,16.44,62.83,27.29,3.42,6.51,8.2,32.52,14.02,2.45,1.19,20.14,4.39,4.02,8.58,29.01,32.34,19.36,8.48,2.6,44.35,64.51,67.74,34.73,28.55,24.49,5.31,34.43,10.38,27.09,31.94,24.05,0.57,34.24,23.66,2.51,13.81,40.03,1.17,5.28,54.26,57.39,45.34,70.55,25.15,18.55,4.34,4.15,1.59,4.96
2020,1.836666667,1.65,0,,,,,18.53,5.18,69.54,25.64,38.54,14.85,54.48,3.44,0.42,33.95,22.55,10.17,66.56,23.43,1.26,,32.6,21.27,25.64,80.39,19.76,28.04,12.99,2.58,17.61,38.38,29.44,2.63,8.3,36.41,26.02,35.94,4.84,28.65,53.95,12.05,5.92,4.56,1.9,32.23,58.54,31.01,6.32,30.49,12.67,13.7,1.96,2.344,1.53,15.92,30.57,30.66,45.66,0.68,24.14,60.44,19.07,11.19,16.44,62.83,27.4,3.42,6.54,8.2,32.52,14.28,3.69,1.19,20.17,4.39,4.02,8.8,29.57,32.34,19.56,8.53,2.6,44.35,64.51,67.8,35.09,28.55,25.41,5.57,34.43,10.5,27.34,31.94,24.7,0.57,35.28,23.66,2.51,14.19,40.51,1.17,5.31,54.26,57.77,45.68,71.22,25.15,18.55,4.34,4.18,1.59,4.99
2020,1.836666667,1.67,0,,,,,18.58,5.18,69.54,25.91,38.54,14.85,55.09,3.44,0.42,34.23,22.85,10.19,66.56,23.84,1.28,,33.06,21.27,25.91,81.32,20.02,28.04,13.23,2.58,17.91,38.38,30.11,2.63,8.3,37.03,26.54,37.35,4.99,28.91,54.18,12.21,5.96,4.56,1.9,32.7,58.58,31.61,6.32,31.3,12.67,13.94,1.96,2.344,1.53,15.92,31.16,31.22,46.61,0.68,24.95,60.46,19.07,11.34,16.51,62.83,27.69,3.42,6.64,8.32,32.52,14.47,3.69,1.19,20.29,4.39,4.02,8.94,29.99,32.34,19.79,8.57,2.6,44.35,64.51,67.81,35.4,28.55,26.24,5.58,34.43,10.64,27.34,31.94,25.05,0.57,36.3,23.66,2.51,14.56,41.39,1.17,5.41,54.26,58.08,46.02,71.77,25.41,18.55,8.1,4.23,1.59,5.05
2020,1.836666667,1.68,0,,,,,18.78,5.18,69.54,26.1,38.54,14.85,55.61,3.44,0.42,34.26,23.09,10.3,66.56,24.23,1.28,,33.06,21.27,26.55,82.29,20.55,28.04,13.47,2.68,18.19,38.38,30.67,2.63,8.62,37.31,26.54,37.66,5.21,28.98,54.19,12.38,6,4.56,1.9,33.41,58.6,32.22,6.32,32.14,12.67,14.17,1.96,2.344,1.53,15.92,31.27,31.22,46.61,0.68,25.75,60.48,19.07,11.58,16.61,62.85,27.83,3.42,6.71,8.32,32.52,14.61,3.69,1.19,20.66,4.39,4.02,8.94,30.17,32.34,20.06,8.58,2.6,44.35,64.51,67.84,35.74,28.55,26.57,5.84,35.19,10.8,27.5,31.94,25.2,0.57,36.3,23.66,2.51,14.94,41.66,1.17,5.55,54.26,58.35,46.23,72.16,25.61,18.55,8.1,4.27,1.59,5.12
2021,1.836666667,1.71,0,,43.84,2.78,,19.12,5.18,69.71,26.23,41.42,15.15,56.12,3.44,0.96,35,23.18,10.46,69,24.72,1.28,,34.56,21.27,27.32,82.9,21,28.04,13.68,2.68,18.54,41.65,30.97,2.81,9.19,37.5,27.16,38.02,5.45,29.05,54.36,12.73,6.06,4.56,1.9,34.19,58.6,32.69,6.32,32.98,12.67,14.3,1.97,2.344,1.53,15.92,31.29,32.05,46.61,0.68,26.63,60.53,19.07,11.84,16.61,62.87,27.91,3.42,6.78,8.32,35.45,14.68,3.69,1.19,21.77,4.39,4.02,8.94,30.45,35.58,20.28,8.6,2.6,45.33,64.51,67.9,36.07,31.32,26.57,6.11,35.7,10.93,28.38,34.32,25.74,0.57,36.38,23.66,2.51,15.06,42.08,1.17,5.69,54.26,58.54,46.33,72.22,25.79,18.55,8.1,4.33,1.59,5.47
2021,1.836666667,1.73,0,,,,58.81,19.41,5.18,69.98,26.5,41.42,15.15,56.27,3.44,0.96,35.89,23.51,10.65,71,25.33,1.28,,34.87,21.27,27.32,83.82,21.41,28.16,13.89,2.82,18.89,41.65,31.53,2.81,9.19,37.92,27.81,38.53,5.7,29.12,54.55,12.86,6.12,4.64,1.9,34.94,58.63,33.15,6.32,33.84,12.67,14.38,1.97,2.344,1.53,15.92,31.67,32.77,46.61,0.68,27.58,60.57,19.07,11.84,16.81,62.87,27.93,3.42,6.85,8.32,35.45,14.83,3.69,1.19,22.72,4.39,4.02,9.12,30.98,35.58,20.46,8.76,2.91,45.33,64.51,67.96,36.51,31.32,26.74,6.11,36.19,10.98,28.38,34.32,26.39,0.57,36.5,23.66,2.51,15.15,42.26,1.17,5.83,54.26,58.68,46.53,72.22,25.79,18.55,8.1,4.44,1.59,5.47
2021,1.836666667,1.79,0,,,,,19.72,5.18,70.2,26.81,41.42,15.15,56.5,3.44,0.96,36.57,24.03,10.84,72.15,25.95,1.28,,35.44,21.27,28.51,84.2,21.85,28.16,14.12,2.82,19.37,41.65,32.21,2.81,9.87,38.59,28.47,38.87,5.78,29.12,54.7,13.02,6.23,4.64,1.9,35.73,58.66,33.62,6.32,34.7,12.67,14.64,1.97,2.344,1.53,15.92,32.06,33.36,46.61,0.68,28.42,60.59,19.07,11.84,16.9,62.9,27.94,3.42,6.91,8.32,35.45,15.02,3.69,1.19,23.07,4.39,4.02,9.12,30.98,35.58,20.64,8.89,2.91,45.33,64.51,67.98,36.89,31.32,27.23,6.13,36.83,11.16,28.77,34.32,27.03,0.57,36.57,23.66,3.27,15.46,42.56,1.17,5.98,54.26,58.84,46.77,72.49,25.79,18.55,8.1,4.68,1.6,5.54
2021,1.836666667,1.83,0.01,,,,,19.92,5.18,70.39,27.12,41.42,15.15,56.72,3.44,0.96,37.17,24.53,10.98,72.15,26.47,1.28,,36.04,21.27,29.06,84.35,22.08,28.16,14.27,2.85,19.58,41.65,32.9,3.07,10.29,39.34,29.15,38.87,5.85,29.12,54.84,13.18,6.32,4.64,1.9,36.55,58.69,34.14,6.32,35.53,12.67,14.88,1.98,2.344,1.53,15.92,32.64,33.79,46.61,0.68,29.21,60.61,19.07,12.2,17.15,62.94,28.46,3.42,6.92,8.32,35.45,15.24,3.69,1.19,23.08,4.39,4.02,9.3,32.29,35.58,20.8,8.92,2.91,45.33,64.51,68.05,37.2,31.32,27.98,6.32,37.29,11.28,28.9,34.32,27.39,0.57,37.16,24.6,3.27,15.77,42.96,1.17,6.06,54.26,59.09,47.02,72.78,26.2,18.55,8.1,4.95,1.6,5.6
2021,1.836666667,1.85,0.01,,,,,20.05,5.51,70.55,27.43,41.42,15.15,57.32,3.44,0.96,37.78,25,11.01,72.15,26.94,1.28,,36.55,21.27,29.09,84.4,22.2,28.16,14.4,2.85,19.87,41.65,33.66,3.07,10.66,39.92,29.88,38.87,5.85,29.12,54.84,13.38,6.42,4.64,1.9,37.15,58.71,34.67,6.32,36.15,12.67,15.21,1.98,2.344,1.53,15.92,33.21,34.17,46.61,0.68,29.96,60.65,19.07,12.27,17.41,62.99,28.9,3.42,6.92,8.32,35.45,15.49,3.69,1.19,23.09,4.39,4.02,9.3,32.83,35.58,20.95,9,2.92,45.33,64.51,68.09,37.53,31.32,29.1,6.37,37.29,11.36,29.09,34.32,27.92,0.57,37.75,24.6,3.27,16.12,43.33,1.17,6.13,54.26,59.38,47.26,73.14,26.2,18.55,8.1,5.11,1.6,5.79
2021,1.836666667,1.88,0.01,,,,,20.1,5.51,70.55,27.74,41.42,15.15,57.94,3.44,0.96,38.16,25.52,11.03,72.15,27.34,1.28,,37.06,21.27,29.43,84.62,22.48,28.16,14.62,2.85,20.09,41.65,34.38,3.07,11.1,40.42,30.64,38.87,6.35,29.31,54.84,13.59,6.45,4.64,1.9,37.52,58.73,35.23,6.32,36.85,15.68,15.61,1.98,2.344,1.53,17.27,33.59,34.57,47.5,0.68,30.82,60.69,19.07,12.27,17.6,63.08,29.28,3.42,7.01,8.6,35.45,15.7,3.69,1.19,23.13,4.39,4.02,9.54,33.18,35.58,21.1,9,2.93,45.33,64.51,68.1,38.03,31.32,29.81,6.37,37.29,11.4,29.29,34.32,28.28,0.57,38.14,24.6,3.27,16.49,43.68,1.17,6.24,54.26,59.64,47.5,73.54,26.3,18.55,10.28,5.48,1.6,6.18
2021,1.836666667,1.88,0.01,,,,,20.25,5.51,72.54,27.95,41.42,15.15,58.47,3.44,0.96,38.22,25.8,11.05,72.15,27.73,1.28,,37.06,21.27,29.49,84.84,22.83,28.16,14.9,2.85,20.44,41.65,34.9,3.07,11.49,40.64,30.64,39.15,6.68,29.31,55.02,13.81,6.49,4.64,1.9,38.14,58.74,35.77,6.32,37.58,15.68,16.05,1.99,2.344,1.53,17.84,33.68,34.57,47.5,0.68,31.45,60.73,29.28,12.76,17.6,63.25,30.17,3.42,7.09,8.6,35.45,15.89,3.69,1.19,23.5,4.39,4.02,9.54,33.28,35.58,21.24,9.07,2.93,45.33,64.51,68.13,38.57,31.32,29.98,6.54,37.97,11.4,29.45,34.32,28.46,0.57,38.14,24.6,3.27,16.91,44.02,1.17,6.38,54.26,59.95,47.65,74.23,26.46,20.68,10.28,5.73,1.6,6.18
2021,1.85,1.89,0.01,,48.92,,,20.33,5.51,72.78,28.07,44.92,15.15,58.87,3.44,0.96,38.45,25.95,11.14,72.15,28.06,1.28,,38.11,21.27,30.08,85.04,23.3,28.16,15.24,3.03,20.86,44.61,35.14,3.07,11.82,40.79,31.42,40.91,7.04,29.47,55.12,14.03,6.67,4.64,1.9,38.81,58.75,36.2,6.32,38.29,16.98,16.31,1.99,2.344,1.63,17.84,33.73,34.74,47.5,0.68,32.31,60.76,29.28,13.27,17.85,63.46,30.17,3.42,7.17,8.62,38.81,15.97,3.69,1.19,24.59,4.39,4.02,9.73,33.45,38.35,21.36,9.1,2.93,52.43,64.51,68.17,39.05,33.24,30.03,6.73,38.28,11.48,29.47,36.19,28.96,0.57,38.4,24.6,3.27,17.08,44.27,1.17,6.53,54.26,60.14,47.71,74.3,26.68,20.68,10.28,5.91,1.6,6.85
2021,1.85,1.9,0.02,,,,59.04,20.53,5.51,72.98,28.41,44.92,15.15,59.33,3.44,0.96,38.97,26.44,11.29,72.15,28.34,1.31,,38.31,21.27,30.55,85.23,23.76,28.25,15.57,3.03,21.27,44.61,35.53,3.07,12.26,40.96,32.15,42.95,7.74,29.47,55.23,14.18,6.84,4.64,1.9,39.28,58.75,36.66,6.32,38.98,16.98,16.49,2,2.344,1.63,17.84,33.93,34.94,47.74,0.68,33.33,60.79,29.28,13.72,17.93,63.66,30.25,3.42,7.26,8.66,38.81,16.16,3.69,1.19,25.6,4.39,4.02,9.76,33.83,38.35,21.48,9.35,2.96,52.43,64.51,68.21,39.47,33.24,30.09,6.73,38.8,11.48,29.59,36.19,29.58,0.57,38.57,24.6,3.27,17.19,44.4,1.17,6.71,54.26,60.3,47.86,74.33,26.96,20.68,10.28,6.41,1.6,6.85
2021,1.85,1.92,0.02,,,,,20.72,5.51,73.19,28.74,44.92,15.41,59.59,3.44,0.96,39.29,27.02,11.44,72.21,28.63,1.31,,38.65,21.27,30.9,85.4,24.12,28.25,15.93,3.03,21.73,44.61,36.12,3.07,12.72,41.33,32.71,44.64,7.94,29.47,55.37,14.39,7.02,4.64,1.9,39.63,58.76,37.12,6.32,39.71,17.03,16.91,2,2.344,1.63,17.84,34.46,35.06,47.74,0.68,34.27,60.83,29.28,14.09,17.95,63.66,30.26,3.42,7.32,8.66,38.81,16.39,3.69,1.19,26.08,4.39,5.72,9.84,34.31,38.35,21.6,9.41,2.96,52.43,64.51,68.25,39.92,33.24,30.27,7.3,39.42,11.48,29.67,36.19,30.24,0.57,38.76,25.27,3.27,17.36,44.6,1.17,6.91,54.26,60.51,48.06,74.64,26.96,20.68,10.28,6.72,1.6,7.08
2021,1.85,1.95,0.02,,,,,20.99,5.51,73.38,29.12,44.92,15.41,59.9,3.44,0.96,39.65,27.56,11.57,72.21,28.89,1.31,,38.98,21.27,31.29,85.5,24.4,28.25,16.17,3.13,21.93,44.61,36.73,3.07,13.25,42.05,33.26,44.64,8.08,29.47,55.5,14.6,7.19,4.64,1.9,40.2,58.78,37.61,8.43,40.37,17.03,17.37,2.01,2.344,1.63,17.84,35.05,35.28,47.74,0.68,35.15,60.84,37.42,14.34,18.01,63.88,31.17,3.42,7.35,8.67,38.81,16.65,3.69,1.19,26.11,4.39,5.72,9.84,34.73,38.35,21.73,9.55,2.96,52.43,64.51,68.29,40.36,33.24,30.61,7.3,40.09,11.48,29.75,36.19,30.91,0.57,38.81,25.27,3.27,17.76,44.93,1.17,7.03,54.26,60.77,48.25,74.82,27.56,20.68,10.28,6.95,1.6,7.15
